,charity_name,address,city,state,zipcode,url,phone_number,email,category_name,charity_description,charity_tag,logo,ruling_year,assets,income,expenses,irs_form
281,Colorado Mountain Horse Rescue,10077 GOLD HILL RD,Boulder,CO,80302,https://www.mountainvalleyhorserescue.com/,970-376-1743,info@mvhr.net,Environment,"Today, there are an estimated 170,000 unwanted horses across the nation, with 6,000 in Colorado alone. Of these, 120,000–130,000 horses are shipped to slaughter in Mexico and Canada every year, where they are processed for human consumption. In addition, each year the BLM rounds up 9,400 wild horses off of public lands, but only 1 in 3 find homes.

We help reduce horse abuse and neglect through education and outreach and through relationships with local law enforcement concerned citizens and private horse owners. When possible, MVHR networks to find horses new private homes. When necessary, horses are taken in and cared for by us with the ultimate goal of returning them to full health and adoption into a loving, forever home.

To meet this goal, each horse is provided with food, shelter, care, medical treatment, and training to help them become adoptable. As space and funding allow, a limited number of horses are provided sanctuary care at the facility for the rest of their lives.","Mountain Valley Horse Rescue (MVHR) is a 501(c)3 nonprofit organization committed to rescuing, rehabilitating, and re-homing abused, neglected, abandoned, and unwanted horses.",https://static1.squarespace.com/static/59dbbb234c326dbd25af35aa/t/59fc8c0cc83025977866f908/1543450169798/?format=1500w,2017,NULL,NULL,NULL,NULL
282,Colorado Music Festival,900 BASELINE ROAD - COTTAGE 200,Boulder,CO,80302,https://www.comusic.org/,(303) 665-0599,info@comusic.org,Art & Culture,"The Rocky Mountain Center for Musical Arts was founded in 1995 by Kathy Kucsan and Peggy Bruns. The Colorado Music Festival completed its 39th summer in 2016. The two merged in 2009 and in 2013 the new name Colorado Music Festival & Center for Musical Arts was chosen.
Colorado Music Festival & Center for Musical Arts is a one-of-a-kind organization that provides a broad spectrum of music education opportunities and world-class performances to citizens throughout Boulder County and beyond. 
Colorado Music Festival presents a six-week summer concert season at Chautauqua Auditorium in Boulder showcasing Music Director Jean-Marie Zeitouni and the Colorado Music Festival Orchestra. Inspired programming performed by exceptional national and international musicians has earned Colorado Music Festival recognition from the League of American Orchestras and the National Endowment for the Arts.",Our mission is to inspire and connect community members of all ages by providing access to the best of the world’s music through education and performance. ,https://www.comusic.org/wp-content/themes/comusictheme/images/header-logo.svg,1976,"$1,443,659","$2,407,926",NULL,https://www.guidestar.org/FinDocuments/2016/840/735/2016-840735716-0e1275a0-9.pdf
283,Colorado Regional Meeting Of The Religious Society Of Friends,10107 GOLD HILL RD,Boulder,CO,80302,https://www.fgcquaker.org/cloud/mountain-view-friends-meeting/announcements/colorado-regional-meeting,NULL,info@fgcquaker.org,Religious,"Come be part of our Colorado Regional Meeting community at the YMCA of the Rockies — Estes Park Center, October 19-21. The Colorado Regional Meeting registration form is available on the back table in the Meetinghouse and at imym.org (under news). Forms should be postmarked no later than September 15. Our guest for Colorado Regional Meeting will be Quaker historian and theologian Paul Buckley. The theme for the weekend, which grows out of Paul’s research, is “Reviving Quakerism: Building Communities of Love, Hope, and Joy.” Age-appropriate children’s programs are provided. When you come into the meetinghouse before worship you may find some Friends already sitting in silence. There is generally a “centering” that occurs at the beginning of Meetings when Friends seek to clear their minds of distractions and come to a receptive state. We listen and wait for a direct experience of the Divine. Some may be moved to share their experience by standing and speaking. About 15 minutes before the end of worship, the children enter the room to join us in worship. The meeting ends when friends shake hands and greet each other. Following worship, Friends share joys and sorrows, welcome new people, share announcements and enjoy a time of fellowship.","Mountain View Friends Meeting is a Meeting of the Religious Society of Friends (often known as ""Quakers""). We welcome people from all faiths and those of no particular faith. We are all seeking the Divine together.",https://www.fgcquaker.org/sites/default/files/styles/cloud_header_logo/public/group_logos/mvfm_header.png?itok=l8-Bgsi-,1992,NULL,NULL,NULL,NULL
284,Conscious Alliance,2525 ARAPAHOE AVE UNIT E4,Boulder,CO,80302,https://www.consciousalliance.org/,(720) 406-7871,info@consciousalliance.org,Human Services,"All people require and deserve nutritious food to learn, grow, work, and live healthy lives. Unfortunately, one in seven people in the US face hunger and food insecurity. There are children and adults without enough to eat in every community. Your neighbor, co-worker, friend, or family member may struggle today with the difficult choice between food, housing, or medical care. Added to the challenges, those affected by hunger are three times more likely to have chronic health problems, like diabetes or hypertension.

Conscious Alliance combats hunger and nutrition-related diseases by striving to provide the healthiest food possible to those in need. To do this, we build an alliance of donors, volunteers, members, and community partners with a shared goal of increasing access to healthy food. We aim to empower as many people as possible to take action within their own lives and communities.",Conscious Alliance is a national nonprofit organization committed to supporting communities in crisis through hunger relief and youth empowerment. ,https://www.consciousalliance.org/wp-content/themes/ca-4.0/images/conscious-alliance-logo.png,2003,"$198,102","$1,834,290",NULL,https://www.guidestar.org/FinDocuments/2016/270/035/2016-270035894-0df9e6b1-9.pdf
285,Dairy Center For The Arts,2590 WALNUT ST STE 5,Boulder,CO,80302,https://www.thedairy.org/Online/default.asp?BOparam::WScontent::loadArticle::permalink=thedairyhttps://tickets.thedairy.org/Online/default.asp?BOparam::WScontent::loadArticle::permalink=thedairy,303-440-7826,contact@thedairy.org,Art & Culture,"The Dairy Arts Center was founded in 1992 to provide cooperative workspaces for local artists and venues for live performance in Boulder County. Originally owned by the Watts-Hardy Dairy, the building’s transformation from a former milk-processing facility to a thriving multi-disciplinary arts hub for Boulder and beyond is a nationally recognized example of constructive urban development and renewal.

The Dairy’s founders envisioned a community arts center where artists of all genres would create and inspire each other and the greater community. Today, this dream of shared art making is a thriving reality. The Dairy’s 42,000 square foot facility houses disciplines ranging from visual arts, theater, and film to dance and music.

A professional environment complete with art galleries, performance venues, teaching studios, offices, rehearsal spaces, dance studios, and a 60-seat art-house cinema, it is Boulder's largest multi-disciplinary arts center. The Dairy's audience spans all ages, backgrounds and ability levels, from young student to seasoned performer and from first-time to seasoned theatergoers. Our audience is inclusive of all ages and backgrounds as well as adults and children of various cultures and levels of ability; our facility is accessible to persons with physical mobility challenges.","The Dairy Arts Center provides diverse opportunities to create, learn, and engage in high quality performing, cinematic, and visual arts experiences.",https://tickets.thedairy.org/ArticleMedia/Images/branding/Dairy-Arts-Center-Logo-Color-sm.png,1992,"$9,465,500","$1,245,393","$1,299,316",https://www.guidestar.org/FinDocuments/2016/841/149/2016-841149609-0d9de945-9.pdf
286,Democratic Women Of Boulder County,32 CANON PARK,Boulder,CO,80302,http://demwomenboco.org/,NULL,info@http://demwomenboco.org,Civic,The mission of the Democratic Women of Boulder County (DWBC) is to promote community responsibility and to encourage informed active participation in Democratic party politics.,The mission of the Democratic Women of Boulder County (DWBC) is to promote community responsibility and to encourage informed active participation in Democratic party politics.,http://demwomenboco.org/wp-content/uploads/2014/10/DWBCLogo-1-300x167.png,2014,NULL,NULL,NULL,NULL
287,Dharma Ocean Foundation,2525 ARAPAHOE AVE UNIT E4 # 828,Boulder,CO,80302,https://www.dharmaocean.org/,303-955-2574,info@dharmaocean.org,Religious,"Dharma Ocean is a community of meditators, in Colorado, North America, and around the world, following the path of embodied spirituality. Dharma Ocean is a non-monastic, householder based lineage, a community of householder yogins and yoginis, who prioritize the practice of Somatic Meditation in their lives.

Although we are an inspired and vibrant community, and although there is a deep caring for one another, Dharma Ocean is not an organized religion. We are a large and diffuse community without any definite boundaries, but one linked by a common inspiration toward the body and a common love of life. There is no “signing on the dotted line” or any series of requirements for you to be part of our community of somatic practitioners. Simply by connecting with the somatic teachings, you are already a member of this lineage and the flame of this lineage is already beginning to burn brightly within you. How you want to position yourself in relation to your other fellow practitioners is entirely up to you.","Dharma Ocean is a community of meditators, in Colorado, North America, and around the world, following the path of embodied spirituality. ",https://scontent.fapa1-1.fna.fbcdn.net/v/t1.0-1/4758_48380019989_5848231_n.jpg?_nc_cat=106&_nc_ht=scontent.fapa1-1.fna&oh=594c776184d8da00cff86ad833c6731d&oe=5C69B4BF,2006,"$6,098,326","$1,675,318",NULL,https://www.guidestar.org/FinDocuments/2016/202/417/2016-202417344-0eac38c6-9.pdf
288,Downtown Boulder Partnership,1942 BROADWAY STE 301,Boulder,CO,80302,https://www.boulderdowntown.com/,303-449-3774,NULL,Civic,"The Downtown Boulder Partnership (DBP), formerly Downtown Boulder, Inc., is a 501c6 nonprofit organization dedicated to the preservation and enhancement of downtown as the heart of the greater Boulder community. As the umbrella organization for the Downtown Boulder Business Improvement District (BID) and the Downtown Boulder Foundation (DBF), the Partnership works tirelessly to make our downtown a national model of success.",The Downtown Boulder Partnership (DBP) is dedicated to the preservation and enhancement of downtown as the heart of the greater Boulder community.,https://www.boulderdowntown.com/_img/DB-Logo-One-Line.png,1986,"$295,035","$570,765",NULL,https://www.boulderdowntown.com/
289,El Centro Amistad,2222 14TH ST,Boulder,CO,80302,https://www.elcentroamistad.org/,(303) 443-9899,amistad@elcentroamistad.org,Human Services,"To create opportunities and programs that  promote education, health, and quality of life for the Latino community in Boulder County.","To create opportunities and programs that  promote education, health, and quality of life for the Latino community in Boulder County. ","https://static.wixstatic.com/media/062a30_5e730982b87043128baac454220df7f9~mv2.jpg/v1/fill/w_173,h_173,al_c,q_80,usm_0.66_1.00_0.01/062a30_5e730982b87043128baac454220df7f9~mv2.webp",2003,"$74,068","$276,289",NULL,https://www.guidestar.org/FinDocuments/2017/953/498/2017-953498639-0efb13fc-9.pdf
290,Enneagram Studies In The Narrative Tradition,1942 BROADWAY STE 301,Boulder,CO,80302,https://www.enneagramworldwide.com/,866-241-6162,https://www.enneagramworldwide.com/,Education,"The Narrative Enneagram is an educational nonprofit dedicated to transforming lives and creating a more compassionate world. Our mission is to refine and advance Narrative Tradition programs to transform human consciousness through our unique and unparalleled curriculum, which integrates psychological, spiritual and somatic practice.

We present Enneagram trainings in 13 countries worldwide. Our teachers and staff have a long-standing, collective experience unmatched in the field, and each of us strives for spiritual, psychological and emotional freedom, both individually and as part of larger communities.",The Narrative Enneagram is an educational nonprofit dedicated to transforming lives and creating a more compassionate world. ,https://www.enneagramworldwide.com/wp-content/themes/enneagram/library/images/enneagram_logo.png,2011,"$247,478","$747,003","$686,578",https://www.guidestar.org/FinDocuments/2017/274/376/2017-274376250-0f611400-9.pdf
291,Entrepreneurial Foundation,540 EUCLID AVE,Boulder,CO,80302,https://www.entrepreneursfoundation.org/,(512) 482-8894,contact@entrepreneursfoundation.org,Human Services,"The evidence is conclusive: companies that produce outsized results have strong teams and cultures. We help entrepreneurs build both, which results in stronger performances in the communities where they live and operate.

Our member companies and their team members have raised over $11 million for other non-profits and have donated more than 109,000 volunteer hours in our communities. Through our youth entrepreneurship programs, we have reached over 95,000 children who have earned nearly $1.9M and donated over $875,000 to local and national charities. As the nonprofit arm of Capital Factory, we promote philanthropy, community involvement and community-minded corporate cultures.","Our organization was founded in 1999 by entrepreneurs, venture capitalists and friends to promote philanthropy and community engagement.",https://static.spacecrafted.com/b1d9890c28b84b95a8cc7efa55b51eaa/i/c48c89a1a0ce46469f14f5862195d9d3/1/2GTQbgiNxerRr5gcRU7bXVEEsjR5Rq8hsW1xBNU/cfeflogo.png?dpr=2,1992,"$27,284",$414,NULL,https://www.guidestar.org/FinDocuments/2015/841/186/2015-841186319-0d41b8f0-F.pdf
292,Faith4all,1128 PINE ST,Boulder,CO,80302,http://faith4all.org/,(303) 442-1787,Kevin@Faith4All.org,Religious,"Despite responding to a call that is meant to be heard by all, the vast majority of churches, synagogues, temples and mosques remain difficult or impossible to access by people living with disabilities. Frequently, the subtle social rejection these individuals feel when interacting with “temporarily able-bodied” people in houses of worship acts as the main barrier to their involvement. It is the mission of Faith4All to assist communities of faith in their transformation into bodies that invite, embrace, include and empower people who live with disabilities. With the help of Faith4All, the contributions of time, talent and treasure of those living with disabilities is not missed or forgotten; rather these skills can be encouraged and validated, just as with any other member of the faith community. With the assistance of Faith4All, communities of faith can learn to more effectively welcome all.","Despite responding to a call that is meant to be heard by all, the vast majority of churches, synagogues, temples and mosques remain difficult or impossible to access by people living with disabilities.",http://faith4all.org/Faith4All%20logo.png,2016,NULL,NULL,NULL,NULL
293,First Congregational Church Of Boulder Foundation,1128 PINE ST ,Boulder,CO,80302,https://firstcong.net/,(303) 442-1787,info@firstcong.net,Religious,"Join us as we seek spiritual deepening. Sunday Worship, Wednesday Contemplative Service, Bible Studies, Book Groups, classes and retreats all provide traditional paths to spiritual development through prayer and study. Opportunities to serve by feeding the hungry, knitting a blanket, visiting the sick or working for social justice can also stir the spirit to expand. Others find ancient practices like yoga, tai chi or hiking through the woods with friends bring an increase in spirituality. Come find your place to grow along with us.",Our church is a part of the wider family of Christian churches called The United Church of Christ (UCC).,https://firstcong.net/wp-content/uploads/2018/03/Untitled-1.png,1996,NULL,NULL,NULL,NULL
294,First Presbyterian Preschool Of Boulder Inc,1820 15TH ST,Boulder,CO,80302,https://boulderpreschool.org/,303-402-6386,preschool@fpcboulder.org,Education,"Our preschool is located in downtown Boulder and provides a nurturing, play-based environment for ages 2.5-6 years old. At First Pres Preschool, we believe that a play-based, child-centered, loving and safe learning space will provide a positive first school experience for your children, and will help them develop to the best of their abilities. We strive to develop creative and caring children with the socialization skills and self-confidence to succeed in kindergarten and beyond. Our classrooms prepare every child for kindergarten by developing early literacy and math skills, as well as social-emotional, positive character traits, and creative thinking skills. We welcome families of all backgrounds into our learning community. We are rated a Level 4 in the Quality Rating of Colorado.","At First Pres Preschool, we believe that a play-based, child-centered, loving and safe learning space will provide a positive first school experience for your children.","https://imageprocessor.digital.vistaprint.com/crop/0,4,149x102/maxWidth/2000/png/http://www.vistaprint.com/any/preview/image.aspx?image_type=upload&image_token=1024769335-6e013600dc-e1661a&use_crop=1&croptop=0&cropleft=0.000278277950564787&cropbottom=0&cropright=0.000278277950564787&png=1&mcp_rp=1",1969,NULL,NULL,NULL,NULL
295,Flatirons Elementary Pto,1150 7th Street,Boulder,CO,80302,https://fle.bvsd.org/Pages/default.aspx,720-561-4600,NULL,Education,"Flatirons Elementary School is a neighborhood school with a long tradition of offering an outstanding educational experience for students in kindergarten through fifth grade. We accomplish this through the efforts of an excellent collaborative faculty and staff, supportive and energetic parents, an innovative inclusive learning community, and students aspiring to become lifelong learners by being curious, creative, analytical, adaptable and motivated to fulfill their highest potential.

One of the keys to our students’ continued academic, social and emotional growth is the partnership between staff and parents. Nearly 90 percent of our parents volunteer in some capacity at school, along with a large number of CU students. We average a 10/1 adult-student ratio in the classrooms. An excellent staff and strong parent support are critical to giving each child a positive learning experience at Flatirons.

This child-centered focus on learning happens as teachers assess student progress daily to guide their instruction. Teachers participate in extensive staff development throughout the year and regularly meet in grade-level teams to ensure consistency in grade-level curriculum. Vertical articulation meetings in kindergarten through fifth grade create a comprehensive educational experience for each child.",​Flatirons Elementary School is a neighborhood school with a long tradition of offering an outstanding educational experience for students in kindergarten through fifth grade. ,https://scontent.fapa1-1.fna.fbcdn.net/v/t1.0-1/12644879_1009561442464672_6480700675861021221_n.jpg?_nc_cat=106&_nc_ht=scontent.fapa1-1.fna&oh=c11d6b99a21ec1bb337d9fc4d222c760&oe=5CB177CB,2005,"$98,004","$282,853","$141,638",https://www.guidestar.org/FinDocuments/2017/202/666/2017-202666932-0e84265f-9.pdf
296,Fox Institute For Creation Spirituality,1120 1/2 PINE ST,Boulder,CO,80302,http://www.foxinstitute-cs.org,720-880-3427,contact@foxinstitute-cs.org,Religious,"Rooted in the holistic, innovative pedagogy first articulated by renowned theologian Rev. Matthew Fox, PhD, FICS is a transformative, graduate-level and continuing-education program based in Boulder, Colorado.

The innovative yet time-tested curriculum at FICS encourages students to be joyful spiritual leaders in their communities and professions—and equips them to be activists for peace and healing for our planet and all of life.

Guided by the principles of Creation Spirituality and grounded in the wisdom traditions of faith and science, the school offers certificates, master’s degrees and doctoral degrees with courses on the new cosmology, reinvention of work and culture, spiritual leadership, the mystics, sacred activism and more.",The Fox Institute for Creation Spirituality (FICS) grows out of an ancient tradition and is also a contemporary movement.,http://www.foxinstitute-cs.org/dist/images/logo.svg,2017,"$68,315","$136,364",NULL,https://www.guidestar.org/FinDocuments/2017/813/207/2017-813207443-0f1adc07-Z.pdf
297,Gamechanger Foundation Inc,2030 20TH ST APT 3,Boulder,CO,80302,https://gamechangercharity.org/,(949) 661-3000,INFO@GAMECHANGERCHARITY.ORG,Health,"GameChanger was started by Jim Carol and his son Taylor. A nonprofit built upon an inspiring survival story, GameChanger’s founders now dedicate their lives to helping others through their battles against life-threatening illnesses.",WE LEVERAGE TECHNOLOGY & INNOVATION TO EASE THE PAIN AND SUFFERING OF CHILDREN FACING LIFE-THREATENING ILLNESSES. ,https://gamechangercharity.org/wp-content/themes/gcc/img/gc_logo_icon.svg,2015,NULL,NULL,NULL,NULL
298,Give Back Yoga Foundation,900 BASELINE ROAD 13B,Boulder,CO,80302,https://givebackyoga.org/,NULL,contact@givebackyoga.org,Education,"The Give Back Yoga Foundation believes in making yoga available to  those who might not otherwise have the opportunity to experience the transformational benefits of this powerful practice. As a national non profit yoga organization, we do this by supporting and funding research-based, clinically tested yoga programs for marginalized populations. We also provide supplies to help kickstart yoga programs in under-resourced areas. Through this work, we aim to inspire grassroots social change and community cooperation.

The Give Back Yoga Foundation, Inc. is a registered nonprofit organization under Section 501(c)3 of the Internal Revenue Code. All donations made to Give Back Yoga are tax-deductible to the full extent permitted by law.

We prohibit discrimination in employment, educational programs, and activities on the basis of race, national origin, color, creed, religion, sex, age, disability, veteran status, sexual orientation, gender identity, or associational preference. Give Back Yoga also affirms its commitment to providing equal opportunities and equal access to all Give Back Yoga Foundation events and resources.",The Give Back Yoga Foundation believes in making yoga available to  those who might not otherwise have the opportunity to experience the transformational benefits of this powerful practice. ,https://givebackyoga.org/wp-content/uploads/2014/06/Screen-Shot-2014-06-27-at-9.01.44-AM-300x91.png,2007,"$729,971","$560,209","$536,563",https://www.guidestar.org/FinDocuments/2017/208/666/2017-208666751-0f5ae0fa-9.pdf
299,Gold Hill Town Meeting Inc,1011 MAIN ST,Boulder,CO,80302,https://goldhilltown.com/,NULL,Gretchend@mac.com ,Civic,"History and geography have made Gold Hill, Colorado, unique for 150 years. People like Gold Hill despite (or because of) the isolation from city life, and they live here despite (or because of) the quixotic climate at high altitude.

We have a strong sense of community here, with our historic school and town meeting forming the nuclei for activities and long-time friendship networks since mining days. Mountain folk have always gotten together to play music, perform plays, compete in games and to volunteer together to benefit Gold Hill. The purpose of this website is to enhance this sense of community through communication about events and current issues.","History and geography have made Gold Hill, Colorado, unique for 150 years. ",https://goldhilltown.com/wp-content/uploads/townsite-hdr-from-charles.jpg,2016,NULL,NULL,NULL,https://www.guidestar.org/FinDocuments/2011/840/784/2011-840784014-0915b28d-ZO.pdf
300,Gratis 7 Media Group Inc,432 WAGONWHEEL GAP RD ,Boulder,CO,80302,http://gratis7mediagroup.org/,NULL,info@gratis7mediagroup.org,Art & Culture,"Gratis 7 Media Group is a non-profit public foundation that produces stories with purpose. We believes media and film are the communication tools of our time and story is a catalyst for life change.   Our mission is simple to create tools for transformation. 

We believe story is  a critical element in reaching today’s culture. Stories are timeless and can penetrate our hearts without our minds getting in the way.  The prominent voice in American culture is no longer the Church, it’s media. Regardless of our hope the cultural values come from film, television and the internet.

Our media illustrate the human experience by inviting the viewer into a world that is immediate and available, not exotic and unrealistic. Our movies challenge our personal experience of identity,  community,  sexuality, good and evil, and meaning. These topics form the structure for films of great power and provoke positive change.",Gratis 7 Media Group is a non-profit public foundation that produces stories with purpose. We believes media and film are the communication tools of our time and story is a catalyst for life change. ,http://gratis7mediagroup.org/wp-content/uploads/2014/01/TITLE2.jpg,2009,"$11,033","$56,395",NULL,https://www.guidestar.org/FinDocuments/2016/260/139/2016-260139992-0ec18b7e-F.pdf
301,Green Streets,1035 PEARL ST STE 423,Boulder,CO,80302,http://bouldergreenstreets.org/,NULL,NULL,Environment,"We are change-makers that use temporary, car-free street events to create positive environmental and social change in communities. Our History About Boulder Green Streets Green Streets is a non-profit organization that designs, develops and produces car-free community events that promote active, healthy living,","We are change-makers that use temporary, car-free street events to create positive environmental and social change in communities.",http://www.bouldergreenstreets.org/wp-content/uploads/2013/08/boulder_green_streets_logo.png,2013,NULL,NULL,NULL,NULL
302,Greenhouse Scholars,1820 FOLSOM ST,Boulder,CO,80302,https://greenhousescholars.org/,(303) 460-1731,info@greenhousescholars.org,Education,"Greenhouse Scholars is an education nonprofit cultivating leaders to change low-income families and communities. 
Our vision is to create a community of leaders who will evolve the communities of the world. We work with the next generation of leaders and change agents, and together change the trajectory of their families, their communities, and broader global communities.",Greenhouse Scholars is an education nonprofit  cultivating leaders to change low-income families and communities,https://greenhousescholars.org/wp-content/themes/scholars/assets/img/logo.svg,2005,"$631,753","$808,345","$729,802",https://www.guidestar.org/FinDocuments/2016/202/863/2016-202863499-0e512dea-9.pdf
303,Her Many Voices Foundation,2700 CANYON BLVD,Boulder,CO,80302,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=461653799,(720) 404-9037,info@hermanyvoices.org,Human Services,"Her Many Voices Foundation (HMVF) is a small organization that does big things in the world. We started out as artists responding to humanitarian need. Now we're joined by global community members as well.

Our mission is to ignite the Artivist (Artist/Activist) in us all, in order to move our passions to purpose, for the betterment of women, children and our Mother Earth.

We aim to achieve our vision by uniting humanity through the arts. ",Her Many Voices Foundation (HMVF) is a small organization that does big things in the world,https://scontent.fapa1-2.fna.fbcdn.net/v/t1.0-1/c80.0.320.320a/p320x320/19465_257466223684_4916850_n.jpg?_nc_cat=109&_nc_ht=scontent.fapa1-2.fna&oh=34ba37d79cfff4342506f951e44b5435&oe=5C6942E1,2017,"$52,787","$137,658",NULL,https://www.guidestar.org/FinDocuments/2017/461/653/2017-461653799-0f5f97bc-Z.pdf
304,Iempathize,1200 PEARL ST STE 65,Boulder,CO,80302,https://iempathize.org/,303-625-4074,info@iEmpathize.org,Civic,"After learning of and encountering the atrocities of human trafficking, several socially-minded creative activists partnered together to start iEmpathize. We came from varied backgrounds with varied skills sets, but each understood that because exploitation is all around us, we all can and should do something to engage it.

The core values and methodologies championed by iEmpathize grew out of our collective experiences working with vulnerable youth and what we learn from others making a difference. We have learned that empathy-driven responses at local levels are most effective and while our projects have spanned the globe, our commitment to community-based partnership and empowerment continues to drive our work.

Our programs empower youth and adults alike with active empathy and always prioritize prevention. ",We equip adults to empower youth to eradicate exploitation.,https://iempathize.org/wp-content/files/2017/11/header-logo.png,2009,"$55,091","$375,766","$359,252",https://www.guidestar.org/FinDocuments/2016/263/124/2016-263124442-0e17f896-9.pdf
305,Immersion Journals,1703 14TH STREET APT 5,Boulder,CO,80302,http://www.immersionjournals.com/,NULL,INFO@IMMERSIONJOURNALS.COM,Art & Culture,"Writers, photographers, and artists are encouraged to share their stories of traveling the world, in hopes of inspiring others to see the world as well. We hope to collect authentic, inspiring stories of global adventure while promoting literacy, creativity, and travel. 

Immersion Journals is a digital publication that operates solely on the contributions of our donors, supporters, and readers. Our team hopes to grow into a full-scaled publication that pays their artists and leads various events to help promote global travel and creativity.",We strive to showcase the work of artists from all walks of lif,https://pbs.twimg.com/profile_images/728087231496232961/fipdZZne_400x400.jpg,2015,NULL,NULL,NULL,NULL
306,Impact Hub Academy,1877 BROADWAY STE 100,Boulder,CO,80302,https://impacthubboulder.com/,303-629-2899,NULL,Education,"An innovation lab. A business incubator. A social enterprise community center. Our sunny downtown Boulder location offers you a unique ecosystem of resources, inspiration and collaboration to help you and your business thrive. Joining our diverse community of members and collaborators will inspire, connect, and empower your best work at every stage of your journey.

Impact Hub Boulder is part of a global network of 100+ Impact Hubs in cities ranging from Mexico City and Madrid to Taipai and Kyoto.","Impact Hub Boulder is a member-powered coworking space and event venue for entrepreneurs, change-makers and anyone looking to make a difference.",https://impacthubboulder.com/wp-content/uploads/elementor/thumbs/unnamed-1-nidy5w4fz9szktamc5xyw8da8jmqnle0hxwxtrzncw.png,2017,NULL,NULL,NULL,NULL
307,Institute For Cultural Evolution,743 PINE ST,Boulder,CO,80302,https://www.culturalevolution.org/,NULL,nfo@culturalevolution.org,Civic,"The Institute for Cultural Evolution (“ICE”) is a tax exempt 501c3 nonprofit think tank founded in 2013. Our mission is to help create political evolution in America’s democracy. Our approach involves applying groundbreaking insights taken from Integral philosophy, developmental psychology, evolutionary theory, and the social sciences to overcome hyper-partisan polarization and bring about a more functional form of politics.

ICE is working to achieve progress through a series of specific campaign plans, each or which focuses on opportunities for cultural evolution. Our campaigns target the issues of political polarization, evolving both the Right and the Left in American politics, radical Islamism, and climate change (for more on these campaigns, see the “Political Campaigns” button in the menu above). Our aim is to create small but critical shifts in public opinion—leverage points around which new political solutions can emerge and existing solutions can finally see the light of day.",Our mission is to help create political evolution in America’s democracy. ,https://scontent.fapa1-2.fna.fbcdn.net/v/t1.0-1/p320x320/16939335_674858079353548_6537722571625759645_n.jpg?_nc_cat=104&_nc_ht=scontent.fapa1-2.fna&oh=6ce4ef9d6c70064356d03845955a5fe6&oe=5C9E30AB,2014,"$26,445","$81,047",NULL,https://www.guidestar.org/FinDocuments/2017/462/100/2017-462100766-0f5d1d10-Z.pdf
308,International Research Center For Energy & Economic Development,850 WILLOWBROOK RD,Boulder,CO,80302,http://www.iceed.org/,303-442-4014,info@iceed.org,Education,"These conferences are among the most well-established of their type. Representatives from 40-plus countries have joined in these informal exchanges of information among government officials, business leaders, and academia to discuss current trends in energy markets. Since 1974 the ICEED has been organizing conferences unique in the mix of attendees and participants: high-ranking representatives and specialists in industry, finance, and national/multinational governmental agencies.  The sessions are noted for their valuable contacts as well as the formal and informal exchange of views and data. Attendance at these conferences is by invitation and reservation only; attendees are sent by their respective agencies, companies, or institutions. The 44th ICEED  International Energy Conference on Energy Resilience, Resurgence, or Revolution: Designing Strategy Options addressed a range of topics around uncertainty in energy prices, dynamic geopolitics, global economic and demand outlooks, and finance/investment challenges along with the implications of a changing political landscape.",The International Research Center for Energy and Economic Development (ICEED) is a non-profit organization that provides relevant information and research on national and international energy issues ,NULL,1977,"$251,322","$109,795",NULL,https://www.guidestar.org/FinDocuments/2015/840/723/2015-840723234-0c8e7dac-Z.pdf
309,Interweave Dance Theatre Of Boulder Inc,521 ARAPAHOE AVE,Boulder,CO,80302,https://www.interweavedancetheatre.org/,(303) 492-7945,interweavedance@gmail.com,Art & Culture,"Based on a vision of the expressive capacity of dance, Interweave Dance Theatre’s mission is to present new works that fuse dance genres, incorporate varied theatrical elements, emphasize musicality and examine our world with compassion and humor. For each project, we assemble a community of innovative and diverse dance artists who share the intent of communicating a unifying theme and reaching the audience in a meaningful way.

Interweave Dance Theatre is comprised of Colorado natives, Boulder residents, University of Colorado dance program alumni (as well as alumni of various other programs such as Cornish College in Seattle and UC Santa Barbara), dance artists from Denver, Colorado Springs, Southern and Northern California, Seattle, Dallas/Ft.Worth, Minneapolis, New York, etc. These dear friends and fellow artists come together each year, once a year in Boulder, Colorado at the University of Colorado, to work together to create a unique evening of new dance works inspired by a single theme.","Based on a vision of the expressive capacity of dance, Interweave Dance Theatre’s mission is to present new works that fuse dance genres.",https://www.interweavedancetheatre.org/wp-content/uploads/2012/02/IDT-Logo1-shadow-sm2.png,1995,"$1,470","$10,617",NULL,https://www.guidestar.org/FinDocuments/2016/841/311/2016-841311338-0d78cbb3-Z.pdf
310,Jared Polis Foundation,1215 SPRUCE ST,Boulder,CO,80302,http://jaredpolisfoundation.org/,303-865-3980,contact@jaridpolisfoundation.org,Civic,"The Jared Polis Foundation is a private operating foundation that focuses on programs. Therefore, the foundation does not award traditional grants. Please visit our site and learn more about Jared Polis Foundation Gift Fund at the Community Foundation serving Boulder County",The Jared Polis Foundation is a private operating foundation that focuses on programs.,https://www.lincolnacademy.net//cms/lib/CO01928508/Centricity/Domain/164/JaredPolis.png,2001,"$55,815","$240,000",NULL,https://www.guidestar.org/FinDocuments/2016/311/765/2016-311765424-0e06fed7-F.pdf
