charity_name,address,city,state,zipcode,phone_number,email,category_name,charity_description,charity_tag,logo,founded,charity_id,assets,income,expenses,irs_form
Bvkid,,Boulder,CO,80305,,,,,,,,,,,,
C L I M B For Kids Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Center For High Impact Weather Studies,,Boulder,CO,80305,,,,,,,,,,,,
Center For Severe Weather Research Inc,,Boulder,CO,80305,,,,,,,,,,,,
Coal Creek Canyon Watershed Partnership,,Boulder,CO,80305,,,,,,,,,,,,
Coalition For Colorado Universal Health Care,,Boulder,CO,80305,,,,,,,,,,,,
Colorado 4-h Foundation Inc,,Boulder,CO,80305,,,,,,,,,,,,
Colorado Abc,,Boulder,CO,80305,,,,,,,,,,,,
Colorado High School Boys Volleybal Association Inc,,Boulder,CO,80305,,,,,,,,,,,,
Colorado Russia Agricultural Group,,Boulder,CO,80305,,,,,,,,,,,,
Commerce Childrens Center Assoc,,Boulder,CO,80305,,,,,,,,,,,,
Community Leadership Academy Inc,,Boulder,CO,80305,,,,,,,,,,,,
Communityler,,Boulder,CO,80305,,,,,,,,,,,,
Conservation Ink,,Boulder,CO,80305,,,,,,,,,,,,
Creekside Parent Organization,,Boulder,CO,80305,,,,,,,,,,,,
Davis Phinney Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Day Care Center,,Boulder,CO,80305,,,,,,,,,,,,
Dental Axs Inc,,Boulder,CO,80305,,,,,,,,,,,,
Earths Table Ltd,,Boulder,CO,80305,,,,,,,,,,,,
Enrich Life Over 50,,Boulder,CO,80305,,,,,,,,,,,,
Environment For The Americas Inc,,Boulder,CO,80305,,,,,,,,,,,,
Fairview High School Parents Organization Inc,,Boulder,CO,80305,,,,,,,,,,,,
Fairview Knights All Sports Booster Club Inc,,Boulder,CO,80305,,,,,,,,,,,,
Front Range Nesting Bald Eagle Studies,,Boulder,CO,80305,,,,,,,,,,,,
Gasp Of Colorado,,Boulder,CO,80305,,,,,,,,,,,,
Golden Eagle Wrestling Inc,,Boulder,CO,80305,,,,,,,,,,,,
Hadassah The Womens Zionist Organization Of America,,Boulder,CO,80305,,,,,,,,,,,,
Hearts Of Peace Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Helpatschool,,Boulder,CO,80305,,,,,,,,,,,,
Helping Hands Health Education Inc,,Boulder,CO,80305,,,,,,,,,,,,
Highland Baptist Church Of Boulder Colo Inc,,Boulder,CO,80305,,,,,,,,,,,,
Hill Of Hope The Mark James Hill Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Historical Cemetery No 18 Perpetual Care Fund,,Boulder,CO,80305,,,,,,,,,,,,
Hope For Madagascar,,Boulder,CO,80305,,,,,,,,,,,,
Hora Romaneasca Dance Ensemble,,Boulder,CO,80305,,,,,,,,,,,,
Indian Peaks Traverse Coalition,,Boulder,CO,80305,,,,,,,,,,,,
International Cryocooler Conference Inc,,Boulder,CO,80305,,,,,,,,,,,,
International Dyslexia Association- Rocky Mountian Branch,,Boulder,CO,80305,,,,,,,,,,,,
Jews Of The Earth,,Boulder,CO,80305,,,,,,,,,,,,
Jumping Mouse Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Kimochi Incorporated,,Boulder,CO,80305,,,,,,,,,,,,
Knight Time Baseball Inc,,Boulder,CO,80305,,,,,,,,,,,,
Lilavati Institute,,Boulder,CO,80305,,,,,,,,,,,,
Lotus Light Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Mary Sandoe House Inc,,Boulder,CO,80305,,,,,,,,,,,,
Mesa Elementary School Parent Teacher Organization,,Boulder,CO,80305,,,,,,,,,,,,
Mother House Inc,,Boulder,CO,80305,,,,,,,,,,,,
Mother Meera Home Colorado,,Boulder,CO,80305,,,,,,,,,,,,
Mount Calvary Lutheran Church,,Boulder,CO,80305,,,,,,,,,,,,
Mount Hope Lutheran Church,,Boulder,CO,80305,,,,,,,,,,,,
Munger Family Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Mysalus Pbc,,Boulder,CO,80305,,,,,,,,,,,,
National Federation Of Music Clubs,,Boulder,CO,80305,,,,,,,,,,,,
New Subasio Institute,,Boulder,CO,80305,,,,,,,,,,,,
Old School Sports Inc,,Boulder,CO,80305,,,,,,,,,,,,
Optimist International,,Boulder,CO,80305,,,,,,,,,,,,
Padmasambhava Meditation Center,,Boulder,CO,80305,,,,,,,,,,,,
Patient Advocacy Coalition,,Boulder,CO,80305,,,,,,,,,,,,
Peak Research Inc,,Boulder,CO,80305,,,,,,,,,,,,
Perfecting Horizons Inc,,Boulder,CO,80305,,,,,,,,,,,,
Professional Trailbuilders Association,,Boulder,CO,80305,,,,,,,,,,,,
Pta Colorado Congress,,Boulder,CO,80305,,,,,,,,,,,,
Rejoice Children Center Incorporation,,Boulder,CO,80305,,,,,,,,,,,,
Road Runners Club Of America,,Boulder,CO,80305,,,,,,,,,,,,
Rocky Mountain Catalysis Society,,Boulder,CO,80305,,,,,,,,,,,,
Rocky Mountain Healing Hands Non Profit,,Boulder,CO,80305,,,,,,,,,,,,
Rocky Mountain Synchronized Swimming,,Boulder,CO,80305,,,,,,,,,,,,
Roots Running Project,,Boulder,CO,80305,,,,,,,,,,,,
Safe Haven Rescue,,Boulder,CO,80305,,,,,,,,,,,,
Samantha Remington Angel Heart Foundation,,Boulder,CO,80305,,,,,,,,,,,,
Scientific Foundation For Prehistoric Rock Art,,Boulder,CO,80305,,,,,,,,,,,,
Sean M Higgins Memorial Scholarship Fund,,Boulder,CO,80305,,,,,,,,,,,,
Second Wind Fund Of Boulder County,,Boulder,CO,80305,,,,,,,,,,,,
Shanao Cacao Collective,,Boulder,CO,80305,,,,,,,,,,,,
Southern Hills Parent And Teacher Organization Inc,,Boulder,CO,80305,,,,,,,,,,,,
Summit Middle Charter School Inc,,Boulder,CO,80305,,,,,,,,,,,,
Sunshine Canyon Dog Rescue,,Boulder,CO,80305,,,,,,,,,,,,
Supporters Of Fairview Ib Inc,,Boulder,CO,80305,,,,,,,,,,,,
Supporters Of Summit Inc,,Boulder,CO,80305,,,,,,,,,,,,
Tau Beta Pi Association Inc,,Boulder,CO,80305,,,,,,,,,,,,
The Catamounts Nfp,,Boulder,CO,80305,,,,,,,,,,,,
Toastmasters International,,Boulder,CO,80305,,,,,,,,,,,,
Underdogs Animal Rescue,,Boulder,CO,80305,,,,,,,,,,,,
Veterans Of Foreign Wars Of The United States Dept Of Colorado,,Boulder,CO,80305,,,,,,,,,,,,
Vintage Panthers Inc,,Boulder,CO,80305,,,,,,,,,,,,
Watson,,Boulder,CO,80305,,,,,,,,,,,,
Wild At Heart,,Boulder,CO,80305,,,,,,,,,,,,
